Dat,Site Name,Status,Priority,Severity,Screen Status,State,Case status,Type,Category,Reported Issue,Resolution,Queue Name,Region,Market,Creation Time,Last Update Time,Resolution time
1880988,AMC Mission Valley 20 - 0246,Under Review,Informational,Low (Minor),UP,OH,Under Review,Email Request,Network,IMAGE GEOMETRY/ALIGNMENT ISSUE,Replaced Qalif,Customer Managed,Americas,Market-SAF,2/28/2025 13:31,2/28/2025 13:31,0
1880989,Lotte Cinema Seoul,Solving,Major,High (Major),Please Specify,Korea,Solving,Email Request,Network,Auditorium Lighting Issue,Recalibrated System,APAC Issues,APAC,Market-China-CGV,11/5/2025 13:31,11/5/2025 13:31,0
1880990,Pathe Belle Epine - Thiais,Resolved,Minor,Low (Minor),UP,Kuwait,Resolved,Phone Call,Qalif,Booth Temperature Issue,Pending Resolution,EMEA Issues,EMEA,Market-France-ADDE-CDS,8/20/2025 13:31,8/20/2025 13:31,0
1880991,Dolby Headquarters 1,Solving,Critical,High (Critical),UP,OH,Solving,Web Support,Facility,Content Update Request,Pending Resolution,Customer Managed,Americas,Market-NY,1/19/2025 13:31,1/19/2025 13:31,0
1880992,Dolby Headquarters 1,Solving,Major,High (Major),UP,TX,Solving,Email Request,Dolby Corridor,Software Not Responding,Hardware Replaced,3rd Party Issues,Americas,Market-SAD,7/28/2025 13:31,7/29/2025 13:31,1
1880993,Pathe Gaumont Rennes,Solving,Major,Medium (Major),Please Specify,England,Solving,Web Support,Audio,NO IMAGE,Replaced Qalif,Future Work,EMEA,Market-Saudi Arabia,10/19/2025 13:31,10/20/2025 13:31,1
1880994,AMC Newport On The Levee 20 - 0665,Under Review,Informational,Low (Minor),UP,TX,Under Review,Email Request,Network,Auditorium Lighting Issue,Replaced Qalif,EM3 Issues,Americas,Market-NJ,4/17/2025 13:31,4/17/2025 13:31,0
1880995,Cineworld Birmingham,Resolved,Major,High (Major),UP,Germany,Resolved,Phone Call,Projector,Software Not Responding,Firmware Updated,EMEA Issues,EMEA,Market-Kuwait,11/11/2025 13:31,11/13/2025 13:31,2
1880996,CGV Seoul Gangnam,Resolved,Major,High (Major),UP,Singapore,Resolved,Email Request,Network,Booth Temperature Issue,Pending Resolution,APAC Issues,APAC,Market-Singapore,12/26/2024 13:31,12/27/2024 13:31,1
1880997,Wanda XiAn Gaoxin,Solving,Critical,High (Critical),UP,Japan,Solving,Phone Call,Qalif,Software Not Responding,Pending Resolution,APAC Issues,APAC,Market-Singapore,4/20/2025 13:31,4/21/2025 13:31,1
1880998,Pathe Rouen Docks 76,Solving,Critical,High (Critical),UP,England,Solving,Email Request,Qalif,CAN NOT POWER-UP COMPONENT,Firmware Updated,Future Work,EMEA,Market-Saudi Arabia,11/12/2025 13:31,11/12/2025 13:31,0
1880999,Muvi Mall of Dhahran,Solving,Major,High (Major),UP,England,Solving,Web Support,Dolby Corridor,Booth Audio Monitor Issue,Hardware Replaced,EMEA Dispatched,EMEA,Market-Saudi Arabia,5/8/2025 13:31,5/8/2025 13:31,0
1881000,SF Cinema Tokyo,Closed,Informational,Low (Minor),UP,China,Closed,Email Request,Dolby Corridor,NO IMAGE,Adjusted Settings,APAC Dispatched,APAC,Market-Thailand,9/24/2025 13:31,9/26/2025 13:31,2
1881001,Wanda Jiaxing,Resolved,Minor,Low (Minor),UP,Korea,Resolved,Email Request,Screen / Masking,IMAGE DISCOLORATION,Replaced Component,APAC Dispatched,APAC,Market-Thailand,1/9/2025 13:31,1/9/2025 13:31,0
1881002,Odeon Leicester Square,Under Review,Major,Medium (Major),UP,France,Under Review,Web Support,Dolby Corridor,Auditorium Lighting Issue,Replaced Component,Future Work,EMEA,Market-Netherlands-CN-CDS-VG,1/10/2025 13:31,1/10/2025 13:31,0
1881003,Pathe Gaumont Rennes,Closed,Major,Medium (Major),UP,England,Closed,Email Request,Dolby Corridor,CAN NOT POWER-UP COMPONENT,Replaced Qalif,Future Work,EMEA,Market-Germany,10/31/2025 13:31,11/2/2025 13:31,2
1881004,Kinopolis Munich,Solving,Minor,Low (Minor),UP,England,Solving,Email Request,Automation,Booth Audio Monitor Issue,Network Configuration Fixed,EMEA Issues,EMEA,Market-Kuwait,10/29/2025 13:31,10/29/2025 13:31,0
1881005,Odeon Leicester Square,Under Review,Minor,Medium (Minor),UP,Kuwait,Under Review,Email Request,Qalif,Laser Module Driver Warning,Replaced Component,EMEA Dispatched,EMEA,Market-Netherlands-CN-CDS-VG,1/2/2025 13:31,1/2/2025 13:31,0
1881006,Dolby Headquarters 1,Solving,Major,Medium (Major),UP,TN,Solving,Email Request,Screen / Masking,UPS Issue,Software Update Applied,3rd Party Issues,Americas,Market-CA,5/5/2025 13:31,5/5/2025 13:31,0
1881007,AMC Mission Valley 20 - 0246,Solving,Minor,Low (Minor),UP,TN,Solving,Email Request,Automation,UPS Issue,Replaced Component,EM3 Issues,Americas,Market-NJ,5/3/2025 13:31,5/3/2025 13:31,0
1881008,KNCC Cinescape Avenues,Resolved,Critical,High (Critical),UP,Germany,Resolved,Email Request,Projector,TPC Display Issue,Network Configuration Fixed,Future Work,EMEA,Market-UK-CDS-VUK-CDS,4/12/2025 13:31,4/12/2025 13:31,0
1881009,Wanda Changsha,Closed,Major,Medium (Major),UP,Japan,Closed,Email Request,Projector,Software Not Responding,Pending Resolution,APAC Dispatched,APAC,Market-Korea,5/3/2025 13:31,5/3/2025 13:31,0
1881010,Pathe Belle Epine - Thiais,Solving,Minor,Medium (Minor),UP,England,Solving,Email Request,Qalif,IMAGE GEOMETRY/ALIGNMENT ISSUE,Software Update Applied,EMEA Dispatched,EMEA,Market-Kuwait,1/2/2025 13:31,1/2/2025 13:31,0
1881011,AMC Empire 25 - 0552,Solving,Critical,High (Critical),UP,KY,Solving,Email Request,Audio,Application Not Responding,Pending Resolution,EM3 Issues,Americas,Market-COLOH,1/6/2025 13:31,1/6/2025 13:31,0
1881012,CGV Shanghai Fudi,Solving,Critical,High (Critical),UP,Singapore,Solving,Email Request,Projector,Application Not Responding,Software Update Applied,APAC Dispatched,APAC,Market-Thailand,5/24/2025 13:31,5/24/2025 13:31,0
1881013,Major Cineplex Bangkok,Resolved,Major,Medium (Major),UP,Thailand,Resolved,Web Support,Facility,Hardware Issues,Power cycled / Reboot Server,APAC Issues,APAC,Market-Korea,1/5/2025 13:31,1/6/2025 13:31,1
1881014,Pathe Rouen Docks 76,Solving,Major,High (Major),DOWN,Germany,Solving,Web Support,Facility,Screen Shaker Vibration,Power cycled / Reboot Server,EMEA Dispatched,EMEA,Market-Saudi Arabia,2/5/2025 13:31,2/5/2025 13:31,0
1881015,Major Cineplex Bangkok,Under Review,Minor,Medium (Minor),Please Specify,China,Under Review,Email Request,Dolby Corridor,Screen Shaker Vibration,Hardware Replaced,APAC Issues,APAC,Market-Singapore,6/13/2025 13:31,6/13/2025 13:31,0
1881016,Wanda Chengdu Wuhou,Solving,Major,High (Major),UP,Thailand,Solving,Email Request,Screen / Masking,Booth Audio Monitor Issue,Firmware Updated,APAC Dispatched,APAC,Market-Korea,2/28/2025 13:31,2/28/2025 13:31,0
1881017,Kinopolis Munich,Closed,Minor,Medium (Minor),UP,Netherlands,Closed,Email Request,Network,NO IMAGE,Network Configuration Fixed,EMEA Dispatched,EMEA,Market-Germany,7/15/2025 13:31,7/15/2025 13:31,0
1881018,Pathe Nice Gare Du Sud,Resolved,Major,High (Major),DOWN,France,Resolved,Email Request,Automation,UPS Issue,Pending Resolution,EMEA Issues,EMEA,Market-UK-CDS-VUK-CDS,9/21/2025 13:31,9/21/2025 13:31,0
1881019,Dolby Burbank Umlang,Solving,Major,Medium (Major),UP,OH,Solving,Web Support,Network,Color Calibration Required,Replaced Component,3rd Party Issues,Americas,Market-NSH,11/11/2025 13:31,11/11/2025 13:31,0
1881020,Wanda Shanghai Darongcheng,Solving,Major,High (Major),UP,Japan,Solving,Email Request,Projector,INTERMITTENT AUDIO,Software Update Applied,APAC Issues,APAC,Market-Korea,1/28/2025 13:31,1/28/2025 13:31,0
1881021,Dolby Headquarters 1,Solving,Major,High (Major),UP,NJ,Solving,Email Request,Audio,UPS Issue,Adjusted Settings,EM3 Issues,Americas,Market-CA,2/14/2025 13:31,2/15/2025 13:31,1
1881022,Wanda Jiaxing,Solving,Major,High (Major),UP,Thailand,Solving,Email Request,Screen / Masking,IMAGE GEOMETRY/ALIGNMENT ISSUE,Software Update Applied,APAC Dispatched,APAC,Market-Singapore,4/22/2025 13:31,4/22/2025 13:31,0
1881023,Golden Harvest Hong Kong,Closed,Major,High (Major),UP,Thailand,Closed,Email Request,Projector,PLAYBACK STOPPED UNEXPECTEDLY,Software Update Applied,APAC Issues,APAC,Market-Singapore,6/4/2025 13:31,6/4/2025 13:31,0
1881024,Wanda Changsha,Solving,Major,High (Major),UP,Thailand,Solving,Email Request,Dolby Corridor,Application Not Responding,Replaced UPS Batteries,APAC Dispatched,APAC,Market-Hong Kong,7/12/2025 13:31,7/12/2025 13:31,0
1881025,KNCC Cinescape Avenues,Under Review,Minor,Low (Minor),UP,England,Under Review,Email Request,Automation,Network Connectivity Issue,Power cycled / Reboot Server,EMEA Dispatched,EMEA,Market-UK-CDS-VUK-CDS,10/16/2025 13:31,10/16/2025 13:31,0
1881026,Pathe Gaumont Rennes,Under Review,Minor,Low (Minor),UP,France,Under Review,Email Request,Dolby Corridor,IMPROPER AUDIO LEVEL,Recalibrated System,EMEA Issues,EMEA,Market-Saudi Arabia,1/1/2025 13:31,1/1/2025 13:31,0
1881027,Golden Harvest Hong Kong,Resolved,Major,Medium (Major),UP,Korea,Resolved,Email Request,Network,INTERMITTENT AUDIO,Replaced Component,APAC Dispatched,APAC,Market-China-CGV,9/28/2025 13:31,9/29/2025 13:31,1
1881028,AMC Empire 25 - 0552,Solving,Minor,Low (Minor),Please Specify,NJ,Solving,Email Request,Screen / Masking,Hardware Issues,Replaced Component,3rd Party Issues,Americas,Market-NSH,4/19/2025 13:31,4/19/2025 13:31,0
1881029,Vue Hilversum,Under Review,Major,Medium (Major),UP,England,Under Review,Web Support,Screen / Masking,Hardware Issues,Pending Resolution,EMEA Dispatched,EMEA,Market-Netherlands-CN-CDS-VG,12/31/2024 13:31,1/1/2025 13:31,1
1881030,Kinopolis Munich,Solving,Minor,Medium (Minor),UP,Germany,Solving,Web Support,Qalif,Disk Capacity Warning,Software Update Applied,EMEA Issues,EMEA,Market-Netherlands-CN-CDS-VG,10/7/2025 13:31,10/7/2025 13:31,0
1881031,Pathe Massy,Under Review,Major,High (Major),UP,France,Under Review,Email Request,Projector,Laser Module Driver Warning,Pending Resolution,Future Work,EMEA,Market-UK-CDS-VUK-CDS,5/31/2025 13:31,6/1/2025 13:31,1
1881032,AMC Staten Island Mall 11 - 0558,Solving,Critical,High (Critical),UP,KY,Solving,Email Request,Projector,Booth Temperature Issue,Replaced Qalif,Customer Managed,Americas,Market-CA,3/2/2025 13:31,3/2/2025 13:31,0
1881033,CGV Beijing Wanda,Resolved,Minor,Low (Minor),UP,Singapore,Resolved,Web Support,Qalif,TPC Display Issue,Firmware Updated,APAC Dispatched,APAC,Market-Japan,8/29/2025 13:31,8/29/2025 13:31,0
1881034,Cinemark Century City,Under Review,Major,Medium (Major),UP,NY,Under Review,Email Request,Facility,Booth Audio Monitor Issue,Power cycled / Reboot Server,3rd Party Issues,Americas,Market-NJ,10/25/2025 13:31,10/26/2025 13:31,1
1881035,AMC Dine-In Thoroughbred 20 - 4457,Resolved,Major,High (Major),UP,OH,Resolved,Email Request,Qalif,Color Calibration Required,Replaced Component,Customer Managed,Americas,Market-NJ,7/10/2025 13:31,7/11/2025 13:31,1
1881036,Wanda Changsha,Solving,Informational,Low (Minor),UP,Japan,Solving,Web Support,Dolby Corridor,Software Not Responding,Recalibrated System,APAC Issues,APAC,Market-China-CGV,6/17/2025 13:31,6/17/2025 13:31,0
1881037,Muvi Mall of Dhahran,Under Review,Major,Medium (Major),UP,France,Under Review,Email Request,Projector,INTERMITTENT AUDIO,Replaced Component,EMEA Dispatched,EMEA,Market-France-ADDE-CDS,4/2/2025 13:31,4/2/2025 13:31,0
1881038,Vue London Leicester Square,Resolved,Major,Medium (Major),Please Specify,Netherlands,Resolved,Email Request,Screen / Masking,Booth Audio Monitor Issue,Hardware Replaced,EMEA Dispatched,EMEA,Market-UK-CDS-VUK-CDS,3/11/2025 13:31,3/11/2025 13:31,0
1881039,Kinopolis Munich,Solving,Major,High (Major),UP,France,Solving,Email Request,Automation,Laser Module Driver Warning,Replaced Component,EMEA Dispatched,EMEA,Market-Saudi Arabia,9/27/2025 13:31,9/27/2025 13:31,0
1881040,Major Cineplex Bangkok,Under Review,Informational,Low (Minor),UP,Thailand,Under Review,Email Request,Projector,Laser Module Driver Warning,Recalibrated System,APAC Issues,APAC,Market-Thailand,4/12/2025 13:31,4/14/2025 13:31,2
1881041,Major Cineplex Bangkok,Solving,Informational,Low (Minor),UP,Singapore,Solving,Phone Call,Dolby Corridor,Disk Capacity Warning,Replaced UPS Batteries,APAC Issues,APAC,Market-Japan,8/7/2025 13:31,8/9/2025 13:31,2
1881042,Pathe Belle Epine - Thiais,Solving,Major,High (Major),UP,France,Solving,Email Request,Audio,Color Calibration Required,Adjusted Settings,EMEA Issues,EMEA,Market-UK-CDS-VUK-CDS,8/26/2025 13:31,8/26/2025 13:31,0
1881043,AMC Newport On The Levee 20 - 0665,Solving,Major,High (Major),UP,TX,Solving,Email Request,Audio,Auditorium Lighting Issue,Firmware Updated,CSE Dispatched,Americas,Market-NY,8/1/2025 13:31,8/2/2025 13:31,1
1881044,Cineworld Birmingham,Solving,Major,High (Major),DOWN,Kuwait,Solving,Email Request,Screen / Masking,Content Update Request,Replaced Qalif,Future Work,EMEA,Market-Netherlands-CN-CDS-VG,7/19/2025 13:31,7/20/2025 13:31,1
1881045,AMC Jersey Gardens 20 - 2198,Resolved,Major,High (Major),UP,NY,Resolved,Email Request,Automation,Laser Module Driver Warning,Firmware Updated,CSE Dispatched,Americas,Market-SAF,11/3/2025 13:31,11/5/2025 13:31,2
1881046,AMC Mission Valley 20 - 0246,Closed,Critical,High (Critical),UP,TX,Closed,Email Request,Screen / Masking,NO IMAGE,Adjusted Settings,CSE Dispatched,Americas,Market-COLOH,9/4/2025 13:31,9/4/2025 13:31,0
1881047,Wanda Jiaxing,Solving,Major,Medium (Major),UP,Thailand,Solving,Web Support,Audio,Booth Temperature Issue,Pending Resolution,APAC Dispatched,APAC,Market-Japan,11/5/2025 13:31,11/5/2025 13:31,0
1881048,Wanda Shanghai Darongcheng,Solving,Minor,Medium (Minor),UP,Korea,Solving,Email Request,Network,Application Not Responding,Recalibrated System,APAC Dispatched,APAC,Market-China-CGV,5/14/2025 13:31,5/14/2025 13:31,0
1881049,Regal LA Live,Under Review,Minor,Low (Minor),UP,KY,Under Review,Email Request,Screen / Masking,Auditorium Lighting Issue,Replaced Component,EM3 Issues,Americas,Market-SAD,11/24/2025 13:31,11/24/2025 13:31,0
1881050,CGV Seoul Gangnam,Resolved,Informational,Low (Minor),UP,Thailand,Resolved,Email Request,Dolby Corridor,Application Not Responding,Firmware Updated,APAC Dispatched,APAC,Market-Korea,1/26/2025 13:31,1/26/2025 13:31,0
1881051,Lotte Cinema Seoul,Solving,Critical,High (Critical),UP,Korea,Solving,Web Support,Audio,Booth Audio Monitor Issue,Replaced UPS Batteries,APAC Dispatched,APAC,Market-China-CGV,5/11/2025 13:31,5/11/2025 13:31,0
1881052,CGV Seoul Gangnam,Solving,Informational,Low (Minor),UP,Korea,Solving,Email Request,Facility,Booth Audio Monitor Issue,Power cycled / Reboot Server,APAC Dispatched,APAC,Market-Thailand,2/4/2025 13:31,2/8/2025 13:31,4
1881053,Odeon Leicester Square,Solving,Major,Medium (Major),UP,England,Solving,Web Support,Projector,Screen Shaker Vibration,Network Configuration Fixed,EMEA Dispatched,EMEA,Market-UK-CDS-VUK-CDS,5/12/2025 13:31,5/12/2025 13:31,0
1881054,AMC Staten Island Mall 11 - 0558,Solving,Minor,Low (Minor),UP,CA,Solving,Email Request,Facility,CAN NOT POWER-UP COMPONENT,Replaced Component,Customer Managed,Americas,Market-NSH,6/21/2025 13:31,6/21/2025 13:31,0
1881055,CGV Shanghai Fudi,Solving,Major,Medium (Major),DOWN,Japan,Solving,Email Request,Audio,Screen Shaker Vibration,Replaced UPS Batteries,APAC Dispatched,APAC,Market-Japan,8/18/2025 13:31,8/18/2025 13:31,0
1881056,Odeon Leicester Square,Solving,Major,High (Major),DOWN,Netherlands,Solving,Email Request,Projector,TPC Display Issue,Network Configuration Fixed,EMEA Issues,EMEA,Market-Saudi Arabia,5/16/2025 13:31,5/16/2025 13:31,0
1881057,Pathe Belle Epine - Thiais,Under Review,Minor,Low (Minor),UP,England,Under Review,Email Request,Automation,IMPROPER AUDIO LEVEL,Recalibrated System,Future Work,EMEA,Market-Germany,4/10/2025 13:31,4/10/2025 13:31,0
1881058,CGV Beijing Wanda,Under Review,Major,Medium (Major),UP,Korea,Under Review,Email Request,Dolby Corridor,IMAGE GEOMETRY/ALIGNMENT ISSUE,Hardware Replaced,APAC Issues,APAC,Market-Korea,2/3/2025 13:31,2/3/2025 13:31,0
1881059,Major Cineplex Bangkok,Under Review,Minor,Medium (Minor),UP,China,Under Review,Web Support,Audio,IMPROPER AUDIO LEVEL,Pending Resolution,APAC Dispatched,APAC,Market-Singapore,2/26/2025 13:31,2/26/2025 13:31,0
1881060,Vue London Leicester Square,Solving,Major,High (Major),UP,France,Solving,Web Support,Projector,Hardware Issues,Replaced Qalif,EMEA Issues,EMEA,Market-Saudi Arabia,7/7/2025 13:31,7/7/2025 13:31,0
1881061,AMC Lincoln Square 13 - 2310,Resolved,Critical,High (Critical),UP,TX,Resolved,Web Support,Audio,TPC Display Issue,Replaced UPS Batteries,EM3 Issues,Americas,Market-SAD,10/15/2025 13:31,10/15/2025 13:31,0
1881062,CGV Seoul Gangnam,Solving,Major,High (Major),UP,Korea,Solving,Email Request,Audio,Content Update Request,Replaced Component,APAC Issues,APAC,Market-Korea,7/5/2025 13:31,7/5/2025 13:31,0
1881063,Pathe Gaumont Rennes,Under Review,Critical,High (Critical),UP,Kuwait,Under Review,Email Request,Projector,Booth Audio Monitor Issue,Pending Resolution,EMEA Dispatched,EMEA,Market-UK-CDS-VUK-CDS,2/1/2025 13:31,2/2/2025 13:31,1
1881064,Lotte Cinema Seoul,Resolved,Major,Medium (Major),UP,Japan,Resolved,Phone Call,Audio,Disk Capacity Warning,Power cycled / Reboot Server,APAC Issues,APAC,Market-China-CGV,10/9/2025 13:31,10/9/2025 13:31,0
1881065,AMC Dine-In Thoroughbred 20 - 4457,Under Review,Informational,Low (Minor),UP,NJ,Under Review,Email Request,Automation,IMAGE GEOMETRY/ALIGNMENT ISSUE,Recalibrated System,Customer Managed,Americas,Market-NJ,2/24/2025 13:31,2/24/2025 13:31,0
1881066,Wanda XiAn Gaoxin,Resolved,Minor,Low (Minor),UP,Korea,Resolved,Email Request,Automation,IMPROPER AUDIO LEVEL,Software Update Applied,APAC Dispatched,APAC,Market-Korea,8/9/2025 13:31,8/9/2025 13:31,0
1881067,CGV Shanghai Fudi,Solving,Minor,Medium (Minor),UP,Japan,Solving,Email Request,Automation,CAN NOT POWER-UP COMPONENT,Replaced UPS Batteries,APAC Dispatched,APAC,Market-Japan,2/26/2025 13:31,2/26/2025 13:31,0
1881068,SF Cinema Tokyo,Resolved,Minor,Low (Minor),UP,China,Resolved,Phone Call,Audio,Application Not Responding,Pending Resolution,APAC Issues,APAC,Market-Hong Kong,10/10/2025 13:31,10/10/2025 13:31,0
1881069,Lotte Cinema Seoul,Under Review,Minor,Medium (Minor),UP,Japan,Under Review,Phone Call,Network,Content Update Request,Recalibrated System,APAC Dispatched,APAC,Market-Korea,5/20/2025 13:31,5/20/2025 13:31,0
1881070,KNCC Cinescape Avenues,Solving,Major,High (Major),UP,Germany,Solving,Phone Call,Network,Application Not Responding,Software Update Applied,Future Work,EMEA,Market-Kuwait,1/26/2025 13:31,1/28/2025 13:31,2
1881071,Dolby Headquarters 1,Resolved,Critical,High (Critical),UP,CA,Resolved,Email Request,Facility,Booth Audio Monitor Issue,Hardware Replaced,3rd Party Issues,Americas,Market-LA,4/5/2025 13:31,4/5/2025 13:31,0
1881072,Odeon Thorpe Park,Resolved,Major,Medium (Major),DOWN,France,Resolved,Email Request,Dolby Corridor,UPS Issue,Hardware Replaced,EMEA Dispatched,EMEA,Market-Netherlands-CN-CDS-VG,1/23/2025 13:31,1/24/2025 13:31,1
1881073,CGV Shanghai Fudi,Resolved,Critical,High (Critical),DOWN,Japan,Resolved,Email Request,Dolby Corridor,Network Connectivity Issue,Recalibrated System,APAC Issues,APAC,Market-Singapore,2/23/2025 13:31,2/23/2025 13:31,0
1881074,Cinemark Century City,Resolved,Minor,Medium (Minor),UP,KY,Resolved,Web Support,Dolby Corridor,UPS Issue,Power cycled / Reboot Server,Customer Managed,Americas,Market-LA,4/6/2025 13:31,4/6/2025 13:31,0
1881075,Vue Eindhoven,Solving,Major,High (Major),UP,Germany,Solving,Email Request,Network,Laser Module Driver Warning,Hardware Replaced,EMEA Issues,EMEA,Market-Germany,10/10/2025 13:31,10/10/2025 13:31,0
1881076,CGV Shanghai Fudi,Under Review,Critical,High (Critical),UP,Singapore,Under Review,Email Request,Screen / Masking,INTERMITTENT AUDIO,Replaced UPS Batteries,APAC Dispatched,APAC,Market-Singapore,7/31/2025 13:31,7/31/2025 13:31,0
1881077,Vue London Leicester Square,Under Review,Major,Medium (Major),DOWN,Germany,Under Review,Email Request,Screen / Masking,UPS Issue,Replaced UPS Batteries,EMEA Issues,EMEA,Market-France-ADDE-CDS,7/20/2025 13:31,7/20/2025 13:31,0
1881078,Pathe Massy,Solving,Major,Medium (Major),UP,England,Solving,Email Request,Facility,PLAYBACK STOPPED UNEXPECTEDLY,Replaced UPS Batteries,EMEA Issues,EMEA,Market-UK-CDS-VUK-CDS,9/26/2025 13:31,9/26/2025 13:31,0
1881079,Muvi Mall of Dhahran,Under Review,Minor,Medium (Minor),UP,France,Under Review,Email Request,Facility,Application Not Responding,Pending Resolution,EMEA Dispatched,EMEA,Market-Netherlands-CN-CDS-VG,1/5/2025 13:31,1/5/2025 13:31,0
1881080,Pathe Nice Gare Du Sud,Solving,Critical,High (Critical),UP,France,Solving,Web Support,Projector,NO IMAGE,Adjusted Settings,EMEA Issues,EMEA,Market-UK-CDS-VUK-CDS,7/13/2025 13:31,7/13/2025 13:31,0
